유적명,유구,대옹출토여부,대옹 아기종,출토위치,유역,유구성격
풍납토성ⅩⅤ 197번지 라지구,17호 주거지,○,,,한강중류,주거지
풍납토성ⅩⅤ 197번지 라지구,21호 주거지,○,,,한강중류,주거지
풍납토성ⅩⅤ 197번지 라지구,8호 주거지,○,,격자 / 평행,한강중류,주거지
풍납토성ⅩⅤ 197번지 라지구,9호 주거지,○,,,한강중류,주거지
풍납토성ⅩⅤ 197번지 라지구,12호 주거지,○,,"평행선문, 신라계 토기 공반",한강중류,주거지
풍납토성ⅩⅤ 197번지 라지구,15호 주거지,○,,"평행선문, 청자 공반",한강중류,주거지
풍납토성ⅩⅤ 197번지 라지구,2호 수혈유구,○,,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,36호 수혈유구,○,,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,41호 수혈유구,○,,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,90호 수혈유구,○,,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,93호 수혈유구,○,,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,39호 수혈유구,○,,시유도기 공반,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,42-1호 수혈유구,●,기타,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,79호 수혈유구,○,,격자 + 횡침선,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,80호 수혈유구,○,,"평행, 시유도기 공반",한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,105호 수혈유구,○,,"격자 / 평행, 시유도기 공반",한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,112호 수혈유구,○,,격자 / 평행,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,1호 구상유구,○,,,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,7호 구상유구,○,,,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,9호 구상유구,○,,,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,11호 구상유구,○,,,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,12호 구상유구,○,,,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,17호 구상유구,○,,,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,5호 구상유구,○,,외래계 토기 공반,한강중류,구상유구
풍납토성ⅩⅤ 197번지 라지구,1호 대옹 유구,●,난형,,한강중류,수혈
풍납토성ⅩⅤ 197번지 라지구,2호 대옹 유구,●,난형,평행선문,한강중류,수혈
풍납토성ⅩⅤ 197번지 마지구,1호 대옹 유구,●,원통,,한강중류,수혈
풍납토성ⅩⅤ 197번지 나지구,3호 부뚜막 유구,●,기타,,한강중류,기타
풍납토성Ⅹⅷ 동성벽 외곽지구,백제 구상유구,○,,,한강중류,구상유구
풍납토성Ⅹⅷ 동성벽 외곽지구,수혈유구,○,,,한강중류,수혈
서울 몽촌토성 ,88-2호 수혈 ,●,난형,,한강중류,수혈
,85 성벽 출토 옹관,●,대호,,한강중류,분묘
하남 미사리 3권,A21호 소형유구,○,,,한강중류,기타
구리 토평동 F구역 ,삼국시대 10호 주거지,○,,"평행선문, 평저, 추정저부 53cm",한강중류,주거지
구리 토평동 F구역 ,삼국시대 12호 주거지,○,,격자문 저부 굽,한강중류,주거지
구리 토평동 F구역 ,삼국시대 1호 구상유구,○,,격자문 저부 굽,한강중류,구상유구
서울 우면동 가지점,1호 주거지,○,,조족문 부가 평행선문,한강중류,주거지
서울 우면동 가지점,3호 주거지,○,,격자+평행선문,한강중류,주거지
서울 우면동 가지점,6호 주거지,●,도질 대호,,한강중류,주거지
서울 우면동 가지점,8호 주거지,○,,,한강중류,주거지
용인 마북동,9호 주거지,●,난형,평행선문,경기남부,주거지
용인 마북동,16호 주거지,○,,,경기남부,주거지
용인 마북동,28호 주거지,●,기타(4),"기형 특이, 파상선문",경기남부,주거지
용인 마북동,41호 주거지,○,,,경기남부,주거지
용인 마북동,49호 주거지,●,,,경기남부,주거지
용인 마북동,50호 주거지,●,기타,"기형 특이, 부가구연장경호 공반",경기남부,주거지
용인 마북동,59호 주거지,○,,,경기남부,주거지
용인 마북동,73호 수혈유구,●,기타,"기형 특이, 평행선문",경기남부,수혈
용인 마북동,93호 수혈유구,●,기타,평행선문,경기남부,수혈
용인 마북동,104호 수혈유구,○,,,경기남부,수혈
용인 마북동,155호 수혈유구,●,,,경기남부,수혈
용인 마북동,157호 수혈유구,○,,,경기남부,수혈
용인 마북동,289호 수혈유구,○,기타,,경기남부,수혈
용인 마북동,8호 구상유구,●,난형,,경기남부,구상유구
용인 마북동,우물,●,기타,기형 특이,경기남부,기타
용인 고림동 A구역,1호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,2호 주거지,●,기타,격자 / 평행,경기남부,주거지
용인 고림동 A구역,3호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,4호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,5호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,8호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,10호 주거지,●,,,경기남부,주거지
용인 고림동 A구역,11호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,13호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,14호 주거지,○,,,경기남부,주거지
용인 고림동 A구역,8호 수혈유구,○,,격자+횡침선,경기남부,수혈
용인 고림동 A구역,9호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,11호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,16호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,17호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,23호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,35호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,39호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,47호 수혈유구,○,,,경기남부,수혈
용인 고림동 A구역,49호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역,4호 주거지,●,,,경기남부,주거지
용인 고림동 B구역 ,6호 주거지,○,,,경기남부,주거지
용인 고림동 B구역 ,7호 주거지,○,,"아궁이테, 시유도기 공반",경기남부,주거지
용인 고림동 B구역 ,9호 주거지,●,"첨저(1), 기타(2) ","암수키와, 송풍관 공반",경기남부,주거지
용인 고림동 B구역 ,11호 주거지,○,,,경기남부,주거지
용인 고림동 B구역 ,12호 주거지,○,,,경기남부,주거지
용인 고림동 B구역 ,3호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,14호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,17호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,19호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,22호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,25호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,28호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,29호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,30호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,31호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,32호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,45호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,48호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,49호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,50호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,51호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,54호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,57호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,64호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,65호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,68호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,71호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,82호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,84호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,99호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,102호 수혈유구,○,,,경기남부,수혈
용인 고림동 B구역 ,1호 구상유구,○,,,경기남부,구상유구
용인 고림동 C구역 ,1호 주거지,○,,,경기남부,주거지
용인 고림동 C구역 ,2호 주거지,○,,,경기남부,주거지
용인 고림동 C구역 ,3호 주거지,○,,,경기남부,주거지
용인 고림동 C구역 ,1호 수혈유구,○,,,경기남부,수혈
용인 고림동 C구역 ,2호 수혈유구,○,,,경기남부,수혈
용인 고림동 C구역 ,4호 수혈유구,○,,,경기남부,수혈
용인 고림동 C구역 ,9호 수혈유구,○,,,경기남부,수혈
용인 고림동 C구역 ,10호 수혈유구,○,,,경기남부,수혈
용인 서천동 1지역 3구역,5호 주거지,●,난형,,경기남부,주거지
용인 서천동 1지역 3구역,5호 수혈유구,○,,,경기남부,수혈
용인 서천동 1지역 3구역,8호 수혈유구,○,,횡선부가평행선문,경기남부,수혈
용인 서천동 2지역 1구역,7호 수혈유구,○,,단선파문 1줄,경기남부,수혈
용인 구갈리 ,2호 주거지,○,,,경기남부,주거지
용인 구갈리 ,26호 수혈유구,○,,,경기남부,수혈
용인 구갈리 ,31호 수혈유구,○,,,경기남부,수혈
용인 구갈리 ,44호 수혈유구,○,,,경기남부,수혈
용인 구갈리 ,46호 수혈유구,○,,,경기남부,수혈
용인 구갈리 ,48호 수혈유구,○,,,경기남부,수혈
용인 구갈리 ,40호 수혈유구,●,난형,,경기남부,수혈
용인 구갈리 ,49호 수혈유구,●,,,경기남부,수혈
용인 구갈리 ,53호 수혈유구,●,,"격자+평행, 내부 탄화곡물",경기남부,수혈
용인 구갈리 ,5호 구상유구,○,,,경기남부,구상유구
광주 장지동 ,11호 주거지,●,난형,,경기남부,주거지
광주 장지동 ,16호 주거지,●,난형,,경기남부,주거지
광주 장지동 ,20호 주거지,○,,,경기남부,주거지
광주 장지동 ,24호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅰ 2지점,23호 주거지,●,기타(2),,경기남부,주거지
광주 곤지암리Ⅰ 2지점,1호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅰ 2지점,5호 주거지,●,기타,,경기남부,주거지
광주 곤지암리Ⅰ 2지점,25호 주거지,●,,,경기남부,주거지
광주 곤지암리Ⅰ 2지점,26호 주거지,●,,,경기남부,주거지
광주 곤지암리Ⅰ 2지점,1호 옹관묘,○,,,경기남부,기타
광주 곤지암리Ⅱ,환호,○,,,경기남부,기타
광주 곤지암리 6-4지점 ,1호 주거지,●,기타,,경기남부,주거지
광주 곤지암리 6-4지점 ,4호 주거지,○,,,경기남부,주거지
광주 곤지암리 6-4지점 ,19호 주거지,●,기타(2),,경기남부,주거지
광주 곤지암리 6-4지점 ,20호 주거지 ,●,"난형(1), 첨저(1)",난형(평행선문),경기남부,주거지
광주 곤지암리 6-4지점 ,29호 주거지,●,,,경기남부,주거지
광주 곤지암리 6-4지점 ,31호 주거지 ,●,"난형(1), 기타(1)",난형(유뉴),경기남부,주거지
광주 곤지암리 6-4지점 ,지표채집,●,기타,,경기남부,기타
광주 곤지암리Ⅲ 3-1구역,12호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,22호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,28호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,29호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,53호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,57호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,62호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,63호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,65호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,68호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,71호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,74호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,78호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,81호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,82호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,83호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,91호 주거지,○,,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,24호 주거지,●,첨저,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,43호 주거지,●,원통,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,47호 주거지,●,첨저,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,54호 주거지,●,원통,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,66호 주거지,●,기타(2),,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,84호 주거지,●,첨저,,경기남부,주거지
광주 곤지암리Ⅲ 3-1구역,6호 주혈군,○,,,경기남부,기타
이천 설봉산성 Ⅰ지구,4호 수혈 ,●,난형,,경기남부,수혈
오산 내삼미동 1지점,134호 수혈 ,●,난형,"평행선문, 저부 이상재 압흔",경기남부,수혈
오산 내삼미동 1지점,1호 우물,○,,,경기남부,기타
오산 내삼미동 2지점,4호 주거지,●,난형,평행선문,경기남부,주거지
오산 내삼미동 2지점,13호 주거지,●,,"평행선문, 철모, 철촉 U삽날 공반",경기남부,주거지
오산 내삼미동 2지점,20호 주거지,○,,"격자/평행, 철촉 등 공반",경기남부,주거지
오산 내삼미동 2지점,21호 주거지,●,난형,,경기남부,주거지
오산 내삼미동 2지점,25호 주거지,●,,,경기남부,주거지
오산 내삼미동 2지점,26호 주거지,○,,,경기남부,주거지
오산 내삼미동 2지점,70호 수혈유구,●,,평행선문,경기남부,수혈
오산 내삼미동 2지점,94호 수혈유구,●,난형,,경기남부,수혈
오산 수청동 5-2지점 ,21호 주구부목곽묘,●,첨저,봉토 내부 출토,경기남부,분묘
오산 탑동 두곡동 14지점 ,26호 수혈 유구,●,난형,,경기남부,수혈
오산 탑동 두곡동 14지점 ,41호 수혈유구,○,,평행선문+횡침선,경기남부,수혈
오산 가수동 Ⅰ지역,1호 주거지,○,,,경기남부,주거지
오산 가수동 Ⅱ지역,2-1호 주거지,○,,평행선문,경기남부,주거지
오산 가수동 Ⅱ지역,6호 주거지 ,○,,평행선문,경기남부,주거지
오산 가수동 Ⅴ지역,4호 주거지,○,,,경기남부,주거지
오산 가수동 Ⅰ지역,1호 수혈유구,○,,평행선문,경기남부,수혈
오산 가수동 Ⅰ지역,5호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅰ지역,6호・7호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅱ지역,18호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,1호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,11호 수혈유구,●,난형,"기고 76, 평행선문+물손질",경기남부,수혈
오산 가수동 Ⅴ지역,12호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,19호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,29호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,31호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,33호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,34호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅴ지역,37호 수혈유구,○,,,경기남부,수혈
오산 가수동 Ⅵ지역,6호 수혈유구,○,,원판형으로 재가공,경기남부,수혈
오산 가수동 Ⅱ지역,1호 고상건물지,○,,평행선문,경기남부,건물지
오산 가수동 Ⅱ지역,구상건물지,○,,,경기남부,건물지
오산 가수동,중앙자연수로,○,,원판형으로 재가공,경기남부,기타
오산 가수동 Ⅰ지역,3호 자연수로,○,,,경기남부,기타
오산 가수동 Ⅵ지역,자연수로,○,,평행선문+물손질+돌대,경기남부,기타
오산 가수동 Ⅱ지역,저수시설,○,,"반호상의 집선문, 평행선+횡선",경기남부,기타
오산 가수동 Ⅱ지역,호안시설,○,,원판형으로 재가공,경기남부,기타
오산 가수동 Ⅱ지역,3호 우물,○,,,경기남부,기타
오산 가수동 Ⅱ지역,2호 구,○,,평행선문,경기남부,구상유구
오산 가수동 Ⅴ지역,구,○,,,경기남부,구상유구
화성 요리 고분군 Ⅰ지점,분구묘,○,,주구 출토,경기남부,분묘
화성 요리 고분군 Ⅱ지점,1호 주거지,○,,,경기남부,주거지
화성 요리 고분군 Ⅱ지점,3호 주거지,○,,,경기남부,주거지
화성 요리 고분군 Ⅱ지점,5호 수혈유구,○,,,경기남부,수혈
화성 요리 고분군 Ⅲ지점,1호 주거지,○,,원판형 재가공 포함,경기남부,주거지
화성 요리(산1-1번지),구상유구,○,,,경기남부,구상유구
화성 송산동 8지점 C구역,삼국시대 수전,○,,"격자문/ 평행+횡침선, 원판형",경기남부,기타
화성 송산동 8지점 C구역,삼국시대 수로,○,,대옹 多 격자/ 평행,경기남부,기타
화성 송산동 8지점 C구역,삼국시대 수로 호안시설,○,,격자/ 평행,경기남부,기타
화성 송산동 8지점 C구역,암괴산포지,○,,,경기남부,기타
화성 기안리 Ⅲ지점,1호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅲ지점,3호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅲ지점,5호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅲ지점,6호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,20호 구상유구,●,기타 ,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,9호 구상유구,○,,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,31호 구상유구,○,,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,38호 구상유구,○,,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,60호 구상유구,○,,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,4호 환구,○,,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,6호 환구,○,,,경기남부,구상유구
화성 기안리 Ⅳ지점 ,11호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,12호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,13호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,15호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,35호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,39호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,59호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,93호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,52호 수혈유구,○,,,경기남부,수혈
화성 기안리 Ⅳ지점 ,134호 수혈유구,○,,원판형으로 재가공,경기남부,수혈
화성 기안리 Ⅴ지점,3호 환구,○,,,경기남부,구상유구
화성 화산고분군 ,1호 석곽묘 외곽 지표,○,횡성읍하리 유사,"상~중하위 평행, 하위~저부 격자",경기남부,기타
화성 화산고분군,2호 석곽묘 외곽 지표,○,,,경기남부,기타
화성 청계리 가지구,1호 주거지,○,,,경기남부,주거지
화성 청계리 가지구,5호 주거지,○,,격자 / 평행,경기남부,주거지
화성 청계리 가지구,6호 주거지,○,,,경기남부,주거지
화성 청계리 가지구,2호 수혈유구,○,,격자 / 평행,경기남부,수혈
화성 청계리 가지구,5호 수혈유구,○,,,경기남부,수혈
화성 청계리 가지구,11호 수혈유구,○,,,경기남부,수혈
화성 청계리 가지구,12호 수혈유구,○,,,경기남부,수혈
화성 청계리 가지구,6호 수혈유구,○,,"격자 / 평행, 돌기부착",경기남부,수혈
화성 청계리 가지구,8호 수혈유구,○,,평행선문,경기남부,수혈
화성 청계리 가지구,9호 수혈유구,○,,,경기남부,수혈
화성 청계리 나지구 C지점,1호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,4호 주거지,○,,격자 / 평행,경기남부,주거지
화성 청계리 마지구 A지점,18호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,9호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,26호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,29호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,31호 주거지 ,○,,,경기남부,주거지
화성 청계리 마지구 A지점,36호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,37호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,42호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,44호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,46호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,57호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,77호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,88호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,90호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,92호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,98호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,102호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,15호 주거지,○,짧은 구연,,경기남부,주거지
화성 청계리 마지구 A지점,27호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,86호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,94호 주거지,○,,,경기남부,주거지
화성 청계리 마지구 A지점,44호 수혈유구,○,,,경기남부,수혈
화성 청계리 마지구 A지점,50호 수혈유구,○,,,경기남부,수혈
화성 청계리 마지구 A지점,5호 구상유구,○,,,경기남부,구상유구
화성 길성리 토성 1지점,트렌치 1,○,,,경기남부,기타
화성 길성리 토성 1지점,트렌치 2,○,,,경기남부,기타
화성 길성리 토성 1지점,트렌치 3,○,,평행선문,경기남부,기타
화성 석우리 먹실,2호 주거지,○,,,경기남부,주거지
화성 석우리 먹실,13호 주거지,○,,,경기남부,주거지
화성 석우리 먹실,19호 주거지,○,,,경기남부,주거지
화성 석우리 먹실,4호 주거지,●,,,경기남부,주거지
화성 석우리 먹실,6호 주거지,●,,,경기남부,주거지
화성 석우리 먹실,7호 주거지,●,,격자 / 평행,경기남부,주거지
화성 석우리 먹실,9호 주거지,○,,격자 / 평행,경기남부,주거지
화성 석우리 먹실,2호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,32호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,39호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,58호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,63호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,66호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,69호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,75호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,78호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,97호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,107호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,112호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,114호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,128호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실,131호 수혈유구,○,,,경기남부,수혈
화성 석우리 먹실 ,20호 수혈유구,●,난형(2),,경기남부,수혈
화성 석우리 먹실,38호 수혈유구,○,,격자 / 조족문 부가 평행선문,경기남부,수혈
화성 석우리 먹실,8호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,27호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,37호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,39호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,40호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,42호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,53호 구상유구,○,,,경기남부,구상유구
화성 석우리 먹실,54호 구상유구,○,,,경기남부,구상유구
화성 왕림리 노리재골 Ⅱ,2호 주거지,○,,,경기남부,주거지
화성 왕림리 노리재골 Ⅱ,3호 수혈유구,○,,격자/횡선부가평행,경기남부,수혈
화성 왕림리 노리재골 Ⅱ,4호 수혈유구,○,,,경기남부,수혈
화성 마하리 ,25호 석곽묘,○,,,경기남부,분묘
화성 발안리 ,2호 주거지,○,,,경기남부,주거지
화성 발안리 ,6호 주거지,○,,,경기남부,주거지
화성 발안리 ,10호 주거지,○,,,경기남부,주거지
화성 발안리 ,11호 주거지,○,,,경기남부,주거지
화성 발안리 ,12호 주거지,○,,,경기남부,주거지
화성 발안리 ,16호 주거지,○,,,경기남부,주거지
화성 발안리 ,19호 주거지,○,,,경기남부,주거지
화성 발안리 ,24호 주거지,○,,,경기남부,주거지
화성 발안리 ,26호 주거지,○,,,경기남부,주거지
화성 발안리 ,28호 주거지,○,,,경기남부,주거지
화성 발안리 ,31호 주거지 ,○,,,경기남부,주거지
화성 발안리 ,32호 주거지,○,,,경기남부,주거지
화성 발안리 ,40호 주거지,○,,,경기남부,주거지
화성 발안리 ,49호 주거지,○,,,경기남부,주거지
화성 발안리 ,58호 주거지,○,,,경기남부,주거지
화성 발안리 ,18호 주거지 ,●,첨저 ,,경기남부,주거지
화성 발안리 ,21호 주거지 ,●,기타(2) ,,경기남부,주거지
화성 발안리 ,5호 수혈유구,○,,,경기남부,수혈
화성 발안리 ,11호 수혈유구,○,,,경기남부,수혈
화성 발안리 ,48호 수혈유구,●,기타,,경기남부,수혈
화성 발안리 ,66호 수혈유구,○,,횡선부가평행선문,경기남부,수혈
화성 발안리 ,84호 수혈우구,○,,승문,경기남부,수혈
평택 가곡리 3구역,37호 수혈유구,○,,,경기남부,수혈
평택 가곡리 3구역,6호 구,○,,,경기남부,구상유구
평택 가곡리 5구역,2호 수혈유구,○,,,경기남부,수혈
평택 백봉리 B구역,1호 주거지,○,,,경기남부,주거지
평택 좌교리 해창리 ,1호 주거지,●,난형,,경기남부,주거지
평택 좌교리,3호 구,●,기타,평행선문,경기남부,구상유구
평택 좌교리,7호 구,○,,,경기남부,구상유구
평택 좌교리,23호 수혈유구,●,,,경기남부,수혈
평택 해창리Ⅰ,1호 구,●,,,경기남부,구상유구
평택 해창리Ⅰ,2호 구,○,,,경기남부,구상유구
평택 해창리Ⅱ,15호 수혈유구,○,,,경기남부,수혈
평택 해창리Ⅳ,4호 주구토광묘,○,,주구 출토,경기남부,분묘
평택 해창리Ⅳ,4호 옹관(합구식),●,옹관,,경기남부,분묘
평택 세교동 모산골Ⅰ 1지점 ,8호 주거지,○,,,경기남부,주거지
평택 세교동 모산골Ⅰ 2지점 ,12호 수혈유구,○,,,경기남부,수혈
평택 세교동 모산골Ⅱ 5지점,2호 주거지,○,,"147, 연통,흑색마연 잔 공반",경기남부,주거지
평택 세교동 모산골Ⅱ 5지점,3호 주거지,○,,,경기남부,주거지
평택 세교동 모산골Ⅱ 5지점,4호 주거지,○,,,경기남부,주거지
평택 세교동 모산골Ⅱ 5지점,2호 대벽건물지,○,,,경기남부,건물지
평택 세교동 모산골Ⅱ 5지점,1호 굴립주 건물지,○,,,경기남부,건물지
평택 세교동 모산골Ⅱ 5지점,1호 구상유구,○,,,경기남부,구상유구
평택 세교동 모산골Ⅱ 5지점,6호 구상유구,○,,,경기남부,구상유구
평택 세교동 모산골Ⅱ 5지점,10호 구상유구,○,,,경기남부,구상유구
